Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Tunisia,TUN,Increase in poverty gap at $3.20 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line),SH.UHC.NOP2.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.834644492715597,,,,,,,,,,,,,,,0.333429523743689,,,,,0.146121170837432,,,,,
Tunisia,TUN,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
Tunisia,TUN,"Prevalence of overweight (modeled estimate, % of children under 5)",SH.STA.OWGH.ME.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,4.8,5.2,5.5,6,6.4,6.9,7.5,8.1,8.8,9.5,10.2,10.9,11.7,12.5,13.3,14,14.7,15.4,16,16.5
Tunisia,TUN,Female genital mutilation prevalence (%),SH.STA.FGMS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,TUN,"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.6,,,58.5,,56.1,,53.9,,51.1,,49.1,,
Tunisia,TUN,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,,,,,,,,,,,,,,,,,,,,,,,,62,66,70,72,84,91,93,93,93,95,94,93,94,95,96,96,99,97,98,96,95,97,98,99,98,99,99,98,98,95,95,94,93,93,92,90,92,
Tunisia,TUN,"People using safely managed drinking water services, rural (% of rural population)",SH.H2O.SMDW.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,TUN,"Probability of dying among adolescents ages 10-14 years (per 1,000)",SH.DYN.1014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,2.8,2.7,2.6,2.5,2.4,2.3,2.2,2.1,2.1,2,2,2,1.9,1.9,1.8,1.8,1.8,1.7,1.7,1.7,1.7,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,
Tunisia,TUN,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.5,31.2,31,31,31,30.9,30.9,30.7,30.6,30.4,30.3,30.3,30.4,30.5,30.6,30.8,31.1,31.4,31.7,32.1,
Tunisia,TUN,"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",SG.DMK.ALLD.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,TUN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,2.80818009376526,2.70734000205994,2.40309000015259,2.4986400604248,2.66318988800049,3.72235989570618,4.06416988372803,4.60925006866455,4.88601016998291,4.97372007369995,5.09879016876221,5.09594011306763,5.10549020767212,5.13156986236572,5.46286010742188,5.70242023468018,5.47114992141724,5.76599979400635,7.07202005386353,8.03808975219727,8.68947982788086,9.5060396194458,10.8104496002197,11.6524095535278,12.224570274353,13.131420135498,13.8740396499634,15.2462797164917,16.8818092346191,19.2026691436768,21.6954803466797,23.2843608856201,27.4547004699707,29.9009494781494,31.7646903991699,32.432559967041,32.6741600036621,33.7451286315918,34.9998512268066,35.4190292358398,35.1703491210938,35.8771781921387,34.9569892883301,35.3342094421387,35.1911392211914,32.8153610229492,32.1493797302246,31.7465190887451,31.8472690582275,
Tunisia,TUN,"Adolescents out of school, female (% of female lower secondary school age)",SE.SEC.UNER.LO.FE.ZS,,,,,,,,,,,,,,,,,,,54.2851409912109,54.9832611083984,55.8367500305176,,,48.851261138916,46.7265205383301,42.6110382080078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,TUN,"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.18367004394531,7.60305976867676,7.64284992218018,3.98325991630554,3.91044998168945,3.89889001846313,5.19174003601074,4.70391988754272,4.65794992446899,4.54075002670288,4.14794015884399,4.8361701965332,4.76621007919312,,6.39023017883301,7.33851003646851,7.46743011474609,7.22096014022827,,,,
Tunisia,TUN,"Secondary education, duration (years)",SE.SEC.DURS,,,,,,,,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Tunisia,TUN,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,40015,,,,50248,,,48546,46061,37269,33260,24884,12593,1469,1133,,,,497,9214,5987,6751,5130,8040,10762,19382,30827,,34819,28814,19868,,,,13162,15286,18734,15899,12828,,,,,,,,,,,
Tunisia,TUN,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,,,,,,,,,,,,,,,,,85.8980178833008,85.4916763305664,76.0481033325195,78.999153137207,,80.4527587890625,81.8365173339844,80.4022903442383,80.1863327026367,80.798469543457,,,78.4574279785156,80.5279998779297,78.6586990356445,,78.1999435424805,83.4697113037109,85.5501708984375,86.3565979003906,83.9779663085938,,85.2144012451172,86.1200637817383,87.2275009155273,91.4505920410156,92.2021789550781,92.7863693237305,92.6579132080078,,94.1657333374023,93.6695785522461,93.9320526123047,94.5701599121094,,,95.2891387939453,92.813606262207,92.7261962890625,,93.2761917114258,,,,
Tunisia,TUN,"Gross intake ratio in first grade of primary education, male (% of relevant age group)",SE.PRM.GINT.MA.ZS,,,,,,,,,,,,,,99.77513,,,98.68574,96.85316,95.98846,101.56343,103.06719,101.59116,109.83501,108.89845,108.75417,103.91529,105.16173,,102.73464,97.41322,103.87522,104.95688,105.92347,104.16273,101.9664,96.79718,92.39504,97.56239,98.02797,102.00965,103.34304,102.96266,100.29894,92.22371,94.22177,98.56078,95.9044,99.38904,101.21715,102.12535,105.34751,105.34022,108.7653,107.8713,111.98504,117.79925,102.38135,108.40752,105.05548,,
Tunisia,TUN,Trained teachers in preprimary education (% of total teachers),SE.PRE.TCAQ.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,,,,
Tunisia,TUN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,74.2841186523438,,,,,,,,,,,,,,,,,,,,94.338981628418,,,96.299690246582,96.8184967041016,,97.1717224121094,97.304443359375,96.8649978637695,,96.209098815918,,,,,,
Tunisia,TUN,Coverage of social safety net programs in 2nd quintile (% of population),per_sa_allsa.cov_q2_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.2757410896933,,,,,,,,,,
Tunisia,TUN,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.553645676265039,0.574672646138402,0.590265487279291,0.596132496212387,0.608482983777702,0.628836084437053,0.633686493563595,0.64182501166735,0.651767145877821,0.654969583272212,0.652343103756131,0.646996027121974,0.654224789478904,0.65705545894061,0.66316700295082,0.654347927951511,0.654343549446312,0.655070541188233,0.65826219426905,0.684821725266787,0.69626867447921,0.696830153465271,0.684181332588196,0.713322341442108,0.719175040721893,0.736251652240753,0.731124103069305,0.742279350757599,0.777530270906375,0.815011176165286,0.850439251881708
Tunisia,TUN,Gross savings (% of GNI),NY.GNS.ICTR.GN.ZS,,,,,,,,,,,,,,,,,26.9669817305772,23.3235568039446,24.4813232116135,28.4789650595116,26.2085453502926,25.8877652205691,23.464099375033,27.5491772953654,26.5279937878647,24.7026127648127,20.2339458636811,24.090660204162,23.9360330442419,24.0034726689231,24.2392722865334,23.2238822302998,22.9378365632996,20.912320145334,22.4054267117085,21.3480694075839,23.8687699208928,22.6213831563174,22.7176141325641,23.5937217163559,23.1690336798907,23.1253124872256,21.2586154691053,21.1637384380316,22.0687519344135,21.370254080914,22.1853341896557,21.8520498048866,22.2446538948293,22.1039824411354,21.5524700808051,16.2503273343481,16.7016614272309,14.7477739019229,13.9778973015432,10.8114931559518,9.10539480145171,8.67709962810287,8.34414620633855,8.8517217338941,
Tunisia,TUN,GNI (current LCU),NY.GNP.MKTP.CN,,,,,,507500000,532500000,550600000,611500000,647900000,724600000,851600000,1031500000,1100600000,1492800000,1686800000,1850800000,2106500000,2394100000,2813700000,3421700000,4012700000,4630500000,5486600000,6214900000,6724800000,6825600000,7632500000,8233600000,9135700000,10456500000,11516600000,13062600000,13735800000,14915300000,16241100000,18056200000,21941600000,23840000000,26143300000,28133300000,30435000000,31549400000,34027300000,37284600000,39747100000,43653000000,47173000000,52049000000,55862100000,60095200000,61451000000,67379833800,71795200000,77972800000,82020600000,87154300000,93240300000,101658800000,109977900000,
Tunisia,TUN,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,0.010627601310297,0.008506640511528,0.009702544929791,0.018297365805467,0.03490271930046,0.083227094017748,0.09744634631911,0.119893342197051,0.115257661390533,0.155513450841235,0.11193492147528,0.062908648637529,0.013372947140167,0.096766755297697,0.088369317706994,0.083890273060467,0.070127605785901,0.041133403298047,0.033394888155815,0.034665291995872,0.03395374116461,0.021558155568344,0.024093957014924,0.030309190697808,0.020703382914658,0.019781057512408,0.060454933141394,0.133073233305931,0.11263083460459,0.09548674917229,0.196891064139998,0.268218626415373,0.197368418131822,0.184134085898236,0.19432414186777,0.309550136600788,0.357456664427052,0.313206377535373,0.412081964142452,0.43709632504492,0.436939098220292,0.658205656455396,0.69333254865095,0.671462862016667,0.564311054382011,0.32321185881891,0.181012742364719,0.197720807699981,0.264982944956944,0.188745153702707,
Tunisia,TUN,Discrepancy in expenditure estimate of GDP (current LCU),NY.GDP.DISC.CN,,,,,,-5.96046447753906E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.76837158203125E-07,0,0,0,0,0,0,0,0,0,4.76837158203125E-07,0,4.76837158203125E-07,0,0,0,0,-100000,0,200000,-9.5367431640625E-07,100000,0,1500000,-17400000,-289500000,-503851700,0,-143000,100000,100000,0,-199999.999998093,-300000.000001907,-4500000,-758300000,0,
Tunisia,TUN,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,,,,,,,,,,,1274646739.99284,1508448102.04956,2012699051.61144,2412862757.3345,3049075990.48845,3730355664.09425,3863582811.29467,4276472618.3802,5059615072.54127,5785300282.36471,7080481610.3946,6664505441.59909,6491526937.81441,6696027825.33149,6589769054.86918,6583441192.79842,7241384391.15423,7755437148.97014,8224953055.85943,8197932794.94456,10217463078.7938,10873048242.4343,11765151723.5197,10874026876.0846,11794322506.8354,13634441992.5086,14720877848.7686,16041502588.7747,17096317756.4209,17976410486.4384,16577874620.4449,17432017365.6974,18152217697.9463,21699248784.3853,24493664405.2969,24714640354.8854,26226727210.5558,29326552002.7722,32363892869.1788,32711668989.8219,33462207162.6922,34401394007.3655,33619568639.9996,35666059340.2006,39232316308.1842,37598961252.5172,37730403190.9023,36668533060.4428,37245325390.1159,36456373017.9614,
Tunisia,TUN,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,,,,,,,,,,,9900158.43196839,11969507.6864504,14356933.8048952,15784057.3832078,19661810.6219344,22578202.8895285,25676840.3119786,32221768.0575978,39090957.3371258,50681165.3655947,61156111.2014379,70907652.4706164,74571548.231911,94027832.4964329,101744367.927333,110970534.569373,116961145.621583,119346396.800036,134025211.252082,151211894.532883,160312840.729202,198451065.125806,201300577.94366,231432542.123445,233475612.036648,240537559.840203,266800377.777798,280300982.770683,308229944.592414,325578290.658236,369890791.693309,403868342.067508,420374237.281479,445896421.639349,491394444.587121,526537898.809879,562756311.12377,619619866.703392,665036012.155462,684173673.280495,789695134.354687,775479027.656386,838659024.072541,894020225.921385,970165735.074125,1051794302.4088,1075266632.79058,1144711103.89565,1234238159.43777,1303419918.37123,
Tunisia,TUN,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,,,,,,19.2196809532962,19.2680695333943,20.1929824561404,20.2603104908264,21.4707619610159,20.5796717840127,20.5061280072628,20.056206088993,21.323721011031,27.0965240987208,25.9274147237855,25.1629591308846,25.7493498791003,26.3698216514352,28.8945927446954,31.1114249399802,32.015857760692,31.0507035217717,32.5011908752492,33.5022768386252,32.7401222518274,30.4829339143065,29.4724528020111,30.6006512250883,31.1390108343153,29.7881782963655,28.9771215748869,28.4580250696785,28.0890677214758,29.2181512349973,29.3951371702694,28.4884849184163,26.500867351831,25.7754506092035,26.0458998081996,26.6524650650794,26.5103239727214,26.5593561368209,25.2628394862792,25.4906201562363,26.6014664087316,26.7069804644901,28.6693089006916,31.4526722612443,27.7695595563524,28.978740613279,29.8067053069984,29.6406479196752,28.7709613928439,26.8827953611804,24.983144229895,23.9873481161389,23.681146025878,23.3546281871034,22.7373358513769,
Tunisia,TUN,"Agriculture, forestry, and fishing, value added (constant LCU)",NV.AGR.TOTL.KN,,,,,,1112543600,994728600,888573100,1100884000,1061554200,1136211000,1403513800,1795418800,1621393600,1821348600,1927155800,2014168800,1812647400,1919846900,1828309700,2008599900,2139814800,1919150900,1967181800,2220214700,2605680600,2288432600,2758300600,2046537300,2270507900,2958951900,3370521700,3554466400,3374698300,3038133400,2737069600,3545765100,3651050500,3701334500,4108046800,4092392200,3987725500,3592467400,4230611400,4802378900,4427370700,4777655800,4817193100,4785514500,5227198000,4750929600,5240126700,5545616200,5350254300,5604396800,6290954900,5756251500,5862326246.17043,6527526441.68098,6581393733.86069,
